City ID,City,Country,Latitude,Longitude,Temperature,Humidity,Clouds,Wind Speed
3899539,Antofagasta,CL,-23.65,-70.4,65.61,78,2,3.78
642455,Pedersore,FI,63.65,22.6833,29.44,78,13,14.09
1634614,Nabire,ID,-3.3667,135.4833,80.53,84,100,0.2
3430443,Necochea,AR,-38.5473,-58.7368,68.04,77,100,7.47
2399888,Lambaréné,GA,-0.7001,10.2406,75.4,93,82,3.56
2455735,Kangaba,ML,11.9333,-8.4167,76.68,12,0,8.7
2156643,Mount Gambier,AU,-37.8333,140.7667,66.11,59,100,10.36
342559,Bedēsa,ET,8.9,40.7833,61.16,40,5,4.0
1650434,Bambanglipuro,ID,-7.95,110.2833,80.91,76,93,4.76
1495812,Ous,RU,60.9058,61.5186,6.96,93,100,10.71
4377835,Bolivar,US,37.6145,-93.4105,44.94,61,77,9.04
6453316,Tromsø,NO,69.6496,18.957,29.26,86,100,28.77
1586185,Cao Bang,VN,22.6667,106.25,57.97,97,98,0.38
3361934,Saldanha,ZA,-33.0117,17.9442,59.05,85,0,10.71
2136825,Isangel,VU,-19.55,169.2667,86.11,84,75,1.14
5572400,Susanville,US,40.4163,-120.653,57.04,41,0,6.91
537939,Kuzhener,RU,56.8111,48.9128,17.08,97,100,5.91
3587498,Acajutla,SV,13.5928,-89.8275,78.39,67,5,5.95
3865086,Bahía Blanca,AR,-38.7196,-62.2724,66.63,53,100,12.91
6167125,Tobermory,CA,45.2501,-81.6665,25.3,75,100,16.46
5262680,Merrill,US,45.1805,-89.6835,21.67,87,100,8.05
2189343,Kaeo,NZ,-35.1,173.7833,76.32,97,81,8.88
161974,Bereket,TM,39.2446,55.5154,47.5,75,100,7.56
688512,Yamnytsya,UA,48.9897,24.7075,35.56,85,10,3.56
2122493,Omsukchan,RU,62.5333,155.8,-15.79,77,84,3.56
933995,Souillac,MU,-20.5167,57.5167,75.58,94,40,3.44
2139521,Noumea,NC,-22.2763,166.4572,81.0,99,100,22.93
1626493,Srandakan,ID,-7.9386,110.2506,81.18,76,92,4.5
498703,Sarana,RU,56.4773,57.7259,17.56,94,100,12.26
1644932,Ende,ID,-8.8432,121.6623,80.38,86,100,2.3
1855540,Naze,JP,28.3667,129.4833,59.92,61,47,10.04
3141667,Roald,NO,62.5833,6.1333,31.78,69,75,9.22
1626703,Soe,ID,-9.8607,124.284,74.84,76,100,1.3
1058381,Morondava,MG,-20.2833,44.2833,79.38,82,31,5.59
1604771,Yaring,TH,6.8662,101.3689,79.29,85,100,7.52
2130741,Abashiri,JP,44.0213,144.2697,12.49,79,20,8.05
3974771,Praxédis Guerrero,MX,31.3667,-106.0167,65.64,26,0,3.62
3168633,Salò,IT,45.6086,10.531,46.92,85,100,1.63
577240,Dvinskoy Bereznik,RU,62.8551,42.7072,25.14,96,100,7.25
935616,Le Port,RE,-20.9373,55.2919,70.07,80,4,6.96
6113406,Prince Rupert,CA,54.3161,-130.3201,41.09,65,100,9.22
1283240,Kathmandu,NP,27.7167,85.3167,41.22,100,20,3.44
2022773,Khandyga,RU,62.6667,135.6,-31.56,98,98,0.58
3414079,Olafsvik,IS,64.8945,-23.7142,35.2,60,94,17.54
5847486,Kailua,US,21.4022,-157.7394,77.72,63,0,10.36
104515,Makkah al Mukarramah,SA,21.4267,39.8261,65.16,60,0,8.12
2022064,Kirovskiy,RU,45.0917,133.5136,14.76,93,100,0.4
2269142,Colares,PT,38.7992,-9.4469,58.73,65,100,15.01
735640,Pagouria,GR,41.0291,25.3184,37.29,90,0,2.8
5383187,Pinole,US,38.0044,-122.2989,70.29,46,3,1.25
1640344,Kendari,ID,-3.945,122.4989,77.59,91,100,2.95
379252,Khartoum,SD,15.5518,32.5324,67.01,21,0,1.99
2392087,Porto-Novo,BJ,6.4965,2.6036,84.02,90,0,1.25
5919850,Chapais,CA,49.7834,-74.8492,8.38,91,100,9.15
563708,Dzerzhinsk,RU,56.2389,43.4631,31.82,86,100,6.71
3460629,Itaqui,BR,-29.1253,-56.5531,80.24,23,0,7.96
6078372,Moose Factory,CA,51.2585,-80.6094,-5.82,77,0,3.44
3347019,Mossamedes,AO,-15.1961,12.1522,72.48,89,100,5.53
1642773,Japura,ID,-0.3167,102.35,74.3,92,100,2.3
1852357,Shimoda,JP,34.6667,138.95,41.36,74,65,15.84
5959335,Gander,CA,48.9682,-54.5906,30.25,86,75,12.66
3023519,Santa-Maria,FR,41.8762,8.9779,29.88,93,0,8.05
3893629,Coquimbo,CL,-29.9533,-71.3436,63.64,83,4,4.29
2458334,Douentza,ML,14.9951,-2.9517,67.23,9,0,6.73
175499,Nchelenge,ZM,-9.3451,28.734,68.97,88,100,10.56
1847947,Shingū,JP,33.7333,135.9833,46.9,51,0,3.76
2038421,Bayan,CN,46.0833,127.4,14.5,94,100,10.49
5520076,Del Rio,US,29.3627,-100.8968,72.0,23,0,4.61
287832,Ibrā’,OM,22.6906,58.5334,59.86,56,0,3.74
1280957,Jiayuguan City,CN,39.8167,98.3,21.85,54,100,5.66
2063036,Port Lincoln,AU,-34.7333,135.8667,66.83,60,4,14.83
2453347,Mopti,ML,14.6667,-4.0,71.64,23,0,6.91
3385935,Tucuruí,BR,-3.7661,-49.6725,73.92,95,100,2.51
5279436,Wisconsin Rapids,US,44.3836,-89.8174,25.43,69,100,10.36
3125287,Cervo,ES,43.6702,-7.4101,51.96,89,32,13.96
3374083,Bathsheba,BB,13.2167,-59.5167,77.61,69,40,19.57
1734715,Marang,MY,5.2056,103.2059,74.93,93,100,3.06
2527087,Tiznit Province,MA,29.5833,-9.5,56.88,38,0,3.4
610864,Khani,GE,41.9563,42.9566,29.77,87,29,5.21
6620339,Karratha,AU,-20.7377,116.8463,88.25,61,12,15.95
3577430,Road Town,VG,18.4167,-64.6167,77.0,83,20,6.91
479471,Ugra,RU,54.7777,34.3267,28.98,94,100,6.4
5983720,Iqaluit,CA,63.7506,-68.5145,-4.31,83,100,2.3
3470338,Bataiporã,BR,-22.2953,-53.2711,74.53,66,0,7.54
3521972,Panabá,MX,21.2833,-88.2667,68.88,80,36,8.68
2980915,Arrondissement de Saint-Denis,FR,48.9167,2.3333,38.37,91,0,6.91
3347353,Menongue,AO,-14.6585,17.691,61.41,96,100,2.62
64814,Bandarbeyla,SO,9.4942,50.8122,72.81,69,98,13.4
924572,Nsanje,MW,-16.92,35.262,71.26,94,75,2.37
2026861,Berdigestyakh,RU,62.0989,126.6992,-27.22,99,64,3.02
5905393,Bonavista,CA,48.6499,-53.1147,28.4,88,9,13.09
1253628,Ginda,IN,30.6945,78.4932,29.37,32,0,8.1
2088122,Port Moresby,PG,-9.4431,147.1797,83.62,61,20,5.75
1494500,Poltavka,RU,54.3663,71.7632,-21.59,100,27,6.58
1537939,Stepnogorsk,KZ,52.3544,71.8869,-18.27,100,81,6.73
1082243,Ambilobe,MG,-13.2,49.05,73.31,98,95,2.35
1185095,Teknāf,BD,20.8624,92.3058,65.03,66,5,5.91
1502697,Kondinskoye,RU,59.6481,67.41,-4.9,91,6,10.33
2017979,Petropavlovka,RU,50.6114,105.3196,-22.83,94,9,2.64
3389822,Salinópolis,BR,-0.6136,-47.3561,77.36,89,100,8.28
5870133,Nome,US,64.5011,-165.4064,-7.53,71,75,4.61
2236568,Uíge,AO,-7.6087,15.0613,65.14,95,60,3.27
1293625,Dawei,MM,14.0833,98.2,76.96,60,56,1.48
2125693,Evensk,RU,61.95,159.2333,-6.25,76,44,3.44
2108502,Honiara,SB,-9.4333,159.95,84.07,76,91,8.48
2180815,Tuatapere,NZ,-46.1333,167.6833,62.82,72,64,9.73
2446796,Bilma,NE,18.6853,12.9164,60.28,23,0,7.0
4900817,Macomb,US,40.4592,-90.6718,32.61,77,0,10.36
5207069,Pottstown,US,40.2454,-75.6496,41.23,50,0,5.75
4451810,Yazoo City,US,32.8551,-90.4056,58.53,58,0,6.17
6067747,Matagami,CA,49.7502,-77.6328,5.11,72,100,6.91
5563397,Eureka,US,40.8021,-124.1637,62.71,71,0,2.28
1502389,Koshurnikovo,RU,54.1667,93.3,-20.33,100,100,2.33
4565090,Guánica,PR,17.9716,-66.908,76.23,81,5,8.01
1633419,Padang,ID,-0.9492,100.3543,75.25,70,100,2.68
3869716,Tocopilla,CL,-22.092,-70.1979,68.92,66,2,6.58
2013279,Vostok,RU,46.4856,135.8833,17.49,90,99,0.27
2221530,Tibati,CM,6.4667,12.6333,65.3,18,11,2.86
517958,Novosheshminsk,RU,55.0651,51.2338,16.74,97,100,4.83
3866418,Alberdi,AR,-32.8899,-60.6906,79.52,54,0,8.05
